1,1,2.5000
1,2,3.3125
1,3,3.0625
1,4,2.7500
1,5,2.8125
1,6,3.0000
2,1,2.8125
2,2,2.8125
2,3,3.0625
2,4,2.7500
2,5,3.0625
2,6,3.4375
3,1,3.1875
3,2,2.8750
3,3,2.9375
3,4,2.8750
3,5,2.6875
3,6,2.8125
4,1,2.8750
1,1,2.5000
1,1,2.3750
1,2,2.3125
1,3,2.5000
1,4,2.5625
1,5,2.5000
1,6,2.1250
1,7,2.3750
1,8,2.6250
1,9,2.5000
1,10,2.4375
1,11,2.2500
1,12,2.2500
1,13,2.3750
1,14,2.3125
1,15,2.3125
1,16,2.5000
1,17,2.0000
1,18,2.6250
1,19,2.7500
1,20,2.5000
1,21,2.8125
1,22,2.2500
1,23,2.4375
1,24,2.3125
1,25,2.8125
1,26,2.4375
1,27,2.5625
1,28,2.4375
1,29,3.0000
1,30,2.4375
1,31,2.8750
1,32,2.6875
1,33,2.5625
1,34,2.2500
1,35,1.9375
1,36,2.1250
1,37,2.3125
1,38,2.7500
1,39,2.4375
1,40,2.3750
1,41,2.6250
1,42,2.6875
1,43,2.5000
1,44,2.3750
1,45,2.5000
1,46,2.6250
1,47,2.4375
1,48,2.6875
1,49,2.6875
1,50,2.6250
1,51,2.0000
1,52,2.9375
1,53,2.3750
1,54,2.3125
1,55,2.5000
1,56,2.7500
1,57,2.3125
1,58,2.2500
1,59,2.3125
1,60,2.8750
1,61,2.1250
1,62,2.9375
1,63,2.6250
1,64,2.3750
1,65,2.3750
1,66,2.5000
1,67,2.3750
1,68,2.7500
1,69,2.8750
1,70,2.3750
1,71,2.5625
1,72,2.3750
1,73,2.5625
1,74,2.4375
1,75,2.6875
1,76,2.3125
1,77,2.3125
1,78,2.7500
1,79,2.9375
1,80,2.2500
1,81,2.5625
1,82,2.5625
1,83,2.3125
1,84,2.7500
1,85,2.3750
1,86,2.5625
1,87,2.8750
1,88,2.5625
1,89,2.4375
1,90,2.5000
1,91,2.5625
1,92,2.4375
1,93,2.0625
1,94,2.6875
1,95,2.4375
1,96,2.5625
1,97,2.3750
1,98,2.6250
1,99,2.6875
1,100,2.6875
1,101,2.2500
1,102,2.4375
1,103,2.0625
1,104,2.8750
1,105,2.6875
1,106,2.3125
1,107,2.6250
1,108,2.5625
1,109,2.8125
1,110,2.3125
1,111,2.8750
1,112,2.7500
1,113,2.5000
1,114,2.6875
1,115,2.5000
1,116,2.4375
1,117,2.4375
1,118,3.0000
1,119,2.0625
1,120,2.6250
1,121,2.0625
1,122,2.6875
1,123,2.7500
1,124,2.5625
1,125,2.4375
1,126,2.5625
1,127,2.1875
1,128,2.5625
1,129,2.6875
1,130,2.7500
1,131,2.6250
1,132,2.4375
1,133,2.7500
1,134,2.7500
1,135,2.3125
1,136,2.7500
1,137,2.5000
1,138,2.3750
1,139,2.6250
1,140,2.4375
1,141,2.5000
1,142,2.7500
1,143,2.1875
1,144,2.1250
1,145,2.6875
1,146,2.5625
1,147,2.3750
1,148,2.7500
1,149,2.6250
1,150,2.8750
1,151,2.3125
1,152,2.0625
1,153,2.3125
1,154,2.4375
1,155,2.7500
1,156,2.9375
1,157,2.5000
1,158,2.4375
1,159,2.8750
1,160,2.2500
1,161,2.2500
1,162,2.6250
1,163,2.4375
1,164,2.6875
1,165,2.5000
1,166,2.6875
1,167,2.4375
1,168,2.3750
1,169,2.6250
1,170,2.5000
1,171,2.6875
1,172,2.6875
1,173,2.3125
1,174,2.7500
1,175,2.5000
1,176,2.6250
1,177,2.6875
1,178,2.4375
1,179,2.1875
1,180,2.5000
1,181,2.1875
1,182,2.6875
1,183,2.4375
1,184,2.3125
1,185,2.6250
1,186,2.5000
1,187,2.5000
1,188,2.5000
1,189,2.4375
1,190,2.6250
1,191,2.6875
1,192,2.7500
1,193,2.9375
1,194,2.6875
1,195,2.0625
1,196,2.6875
1,197,2.5000
1,198,2.7500
1,199,2.7500
1,200,2.6250
1,201,2.5000
1,202,2.6875
1,203,2.3750
1,204,2.6875
1,205,2.5000
1,206,2.6875
1,207,2.2500
1,208,2.4375
1,209,2.6250
1,210,2.3125
1,211,2.5000
1,212,2.6875
1,213,2.8750
1,214,2.9375
1,215,2.5000
1,216,2.2500
1,217,2.7500
1,218,2.6875
1,219,2.6250
1,220,2.6250
1,221,2.4375
1,222,2.6875
1,223,2.7500
1,224,2.3750
1,225,2.4375
1,226,2.5000
1,227,2.8750
1,228,2.6875
1,229,2.7500
1,230,2.6250
1,231,2.7500
1,232,2.3125
1,233,2.7500
1,234,2.6875
1,235,3.1875
1,236,2.0000
1,237,2.3750
1,238,2.5625
1,239,2.3750
1,240,2.8125
1,241,2.6250
1,242,2.5000
1,243,2.4375
1,244,2.4375
1,245,2.7500
1,246,2.3750
1,247,2.8125
1,248,2.7500
1,249,2.8125
1,250,2.1250
1,251,2.8750
1,252,2.6250
1,253,2.5000
1,254,2.8125
1,255,2.6250
1,256,2.2500
1,257,2.5000
1,258,2.3125
1,259,2.8125
1,260,2.5625
1,261,2.7500
1,262,2.2500
1,263,2.8750
1,264,2.3750
1,265,2.4375
1,266,2.7500
1,267,2.9375
1,268,2.8750
1,269,2.7500
1,270,2.3750
1,271,2.8125
1,272,3.1250
1,273,2.7500
1,274,2.5625
1,275,2.8125
1,276,2.7500
1,277,2.7500
1,278,2.4375
1,279,2.6250
1,280,2.5000
1,281,2.5625
1,282,2.3125
1,283,2.7500
1,284,2.8750
1,285,2.6875
1,286,3.0000
1,287,2.5625
1,288,2.8750
1,289,2.7500
1,290,2.8750
1,291,3.0000
1,292,2.2500
1,293,2.4375
1,294,2.9375
1,295,2.4375
1,296,2.5625
1,297,2.6875
1,298,2.5625
1,299,2.2500
1,300,2.4375
1,301,2.5625
1,302,2.5625
1,303,2.7500
1,304,2.5625
1,305,2.3750
1,306,3.0625
1,307,2.6875
1,308,3.1250
1,309,2.6875
1,310,2.1250
1,311,2.7500
1,312,2.3125
1,313,2.5000
1,314,2.4375
1,315,2.5625
1,316,2.7500
1,317,3.0000
1,318,2.5000
1,319,2.5625
1,320,2.6250
1,321,2.3125
1,322,2.6875
1,323,2.4375
1,324,2.6250
1,325,2.3750
1,326,2.8750
1,327,2.6250
1,328,2.6250
1,329,2.5000
1,330,2.4375
1,331,3.0625
1,332,2.6875
1,333,2.6875
1,334,2.9375
1,335,2.5625
1,336,2.3125
1,337,2.7500
1,338,2.5625
1,339,2.6875
1,340,3.0000
